ID,Initial_ID,text,insurance,safety,balance,retirement,culture,racism,sexism,ageism,benefits,opportunities,privacy,resources
5204,802,The team I worked with was very inclusive and genuinely cared about doing the right thing. Integrity was not just a corporate buzzword. I really enjoyed the teaming methodologies that were used to galvanize the team.. ,0,0,0,0,1,0,0,0,0,1,0,0
5240,838,Balance in work life style. Great team mates. ,0,0,1,0,1,0,0,0,0,0,0,0
5236,834,Good culture,0,0,0,0,1,0,0,0,0,0,0,0
5234,832,Of course salary/pay Environment of workplace Safety Opportunity for advancement Reimbursement for school. ,0,0,0,0,0,0,0,0,1,1,0,0
5227,825,Great work life balance and pay. ,0,0,1,0,0,0,0,0,1,0,0,0
5222,820,Great people and teams,0,0,0,0,1,0,0,0,0,0,0,0
5219,817,Fine culture and great work/life balance. ,0,0,1,0,1,0,0,0,0,0,0,0
5217,815,Good work culture and work life balance. ,0,0,1,0,1,0,0,0,0,0,0,0
5214,812,Training and development opportunities are abundant. ,0,0,0,0,0,0,0,0,0,1,0,1
5211,809,lots of opportunity to learn. ,0,0,0,0,0,0,0,0,0,1,0,0
5209,807,strong work life balance with permissive leave. ,0,0,1,0,0,0,0,0,1,0,0,0
5208,806,Good environment cluster on GE-Healthcare. ,1,0,0,0,1,0,0,0,0,0,0,0
5203,801,Flexibility when it comes to work/life balance.. ,0,0,1,0,0,0,0,0,0,0,0,0
5159,757,Technology driven company with possibilities to develop expertise. Great work life balance.. ,0,0,1,0,0,0,0,0,0,1,0,1
5201,799,lots of opportunities and locations to work at.. ,0,0,0,0,0,0,0,0,0,1,0,0
5199,797,Work Life Balance is good. ,0,0,1,0,0,0,0,0,0,0,0,0
5196,794,Great people,0,0,0,0,1,0,0,0,0,0,0,0
5195,793,Flexible working environment and good health benefit. ,1,0,1,0,0,0,0,0,0,0,0,0
5193,791,Good work life balance and great pay. ,0,0,1,0,0,0,0,0,1,0,0,0
5186,784,Diverse opportunities,0,0,0,0,0,0,0,0,0,1,0,0
5178,776,Cares about people and family. ,0,0,0,0,0,0,0,0,1,0,0,0
5177,775,Structure and opportunity. Diverse opportunities.. ,0,0,0,0,0,0,0,0,0,1,0,0
5174,772,Work/Life balance,0,0,1,0,0,0,0,0,0,0,0,0
5173,771,Tremendous quality of peers Strong purpose. ,0,0,0,0,1,0,0,0,0,0,0,0
5167,765,Competitive pay,0,0,0,0,0,0,0,0,1,0,0,0
5047,645,Large company,0,0,0,0,0,0,0,0,0,0,0,0
5039,637,Work,0,0,0,0,0,0,0,0,0,0,0,0
5035,633,now with covid,0,0,0,0,0,0,0,0,0,0,0,0
4886,484,Career progression,0,0,0,0,0,0,0,0,0,1,0,0
4915,513,Great benefits,0,0,0,0,0,0,0,0,1,0,0,0
4906,504,Development opportunities and stretch assignments. ,0,0,0,0,0,0,0,0,0,1,0,0
4905,503,Offered plenty of training. Good work life balance.. ,0,0,1,0,0,0,0,0,0,1,0,1
4901,499,Good Work Life Balance as FE. ,0,0,1,0,0,0,0,0,0,0,0,0
4899,497,Solid 401k Match Great Work Life Balance. ,1,0,1,1,0,0,0,0,0,0,0,0
4898,496,Good benefits,0,0,0,0,0,0,0,0,1,0,0,0
4895,493,People friendly,0,0,0,0,1,0,0,0,0,0,0,0
4893,491,More opportunities in the company. ,0,0,0,0,0,0,0,0,0,1,0,0
4892,490,projects are interesting,0,0,0,0,0,0,0,0,0,0,0,0
4889,487,good work life balances,0,0,1,0,0,0,0,0,0,0,0,0
4887,485,Decent pay ,0,0,0,0,0,0,0,0,1,0,0,0
4881,479,Senior leadership shows genuine care about employees. ,0,0,0,0,0,0,0,0,0,0,0,0
5034,632,Work life balance is second to none. ,0,0,1,0,0,0,0,0,0,0,0,0
4873,471,Management always willing to let you grow & try new tasks. Work-life balance is stable with remote work during COVID-19.. ,0,0,1,0,0,0,0,0,0,1,0,0
4870,468,Great culture with good lateral opportunities.. ,0,0,0,0,1,0,0,0,0,1,0,0
4868,466,Great people and project opportunities. There is need for good personnel. The company offers a good amount of work and you will learn a lot.. ,0,0,0,0,1,0,0,0,0,1,0,0
4863,461,Tons of work,0,0,1,0,0,0,0,0,0,0,0,0
4862,460,Work-life balance,0,0,1,0,0,0,0,0,0,0,0,0
4861,459,Challenging opportunities and work environment. Flexible hours. ,0,0,1,0,0,0,0,0,0,1,0,0
4860,458,Product Excellence,0,0,0,0,0,0,0,0,0,0,0,0
4845,443,Smart people,0,0,0,0,1,0,0,0,0,0,0,0
4840,438,Good benefits and good ways for career progression. ,0,0,0,0,0,0,0,0,1,1,0,0
4839,437,Pay,0,0,0,0,0,0,0,0,1,0,0,0
4838,436,Benefits,0,0,0,0,0,0,0,0,1,0,0,0
4921,519,Great pay for the area I live in Handled the COVID situation well Lots of networking opportunities Ability to travel some. ,0,0,0,0,0,0,0,0,1,1,0,0
4929,527,Great,0,0,0,0,0,0,0,0,0,0,0,0
4930,528,salary,0,0,0,0,0,0,0,0,1,0,0,0
4932,530,Insurance was good and h.r. ,1,0,0,0,0,0,0,0,0,0,0,0
5030,628,Good WLB,0,0,1,0,0,0,0,0,0,0,0,0
5003,601,Historic brand. Quality electrical products.. ,0,0,0,0,0,0,0,0,0,0,0,0
4999,597,Large company with lots of opportunities.. ,0,0,0,0,0,0,0,0,0,1,0,0
4996,594,Competitive workplace offering opportunity to advance the state of art in jet engines.. ,0,0,0,0,0,0,0,0,0,1,0,0
4995,593,GE Management training programs The culture at the business level is a collaborative environment and gets things done Career opportunities at multiple businesses. ,0,0,0,0,1,0,0,0,0,1,0,1
4993,591,If you have the desire to work through the corporation,0,0,0,0,0,0,0,0,0,1,0,0
4991,589,Great benefit,0,0,0,0,0,0,0,0,1,0,0,0
4990,588,Insurance,1,0,0,0,0,0,0,0,0,0,0,0
4986,584,Flexibility,0,0,1,0,0,0,0,0,0,0,0,0
4985,583,Took care of employees. Great benefits.. ,0,0,0,0,0,0,0,0,1,0,0,0
4983,581,good leadership culture that encourages risk taking. ,0,0,0,0,1,0,0,0,0,0,0,0
4982,580,Good opportunity to learn across several product types. ,0,0,0,0,0,0,0,0,0,1,0,0
4972,570,work life balance is great. ,0,0,1,0,0,0,0,0,0,0,0,0
4970,568,opportunity for growth,0,0,0,0,0,0,0,0,0,1,0,0
4968,566,Good company to work with. Work life balance. ,0,0,1,0,0,0,0,0,0,0,0,0
4962,560,Big company a lot of opportunities. ,0,0,0,0,0,0,0,0,0,1,0,0
4952,550,Great learning opportunities for in-house lawyers. ,0,0,0,0,0,0,0,0,0,1,0,0
4949,547,Good opportunity for career growth,0,0,0,0,0,0,0,0,0,1,0,0
4948,546,Pockets of good people that care. ,0,0,0,0,1,0,0,0,0,0,0,0
4947,545,Great work life balance and opportunity to develop skillset. ,0,0,1,0,0,0,0,0,0,1,0,0
4944,542,Good package. Good work life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
4935,533,great place,0,0,0,0,0,0,0,0,0,0,0,0
4933,531,Permissive time off Career Development Tuition Reimbursement. ,0,0,0,0,0,0,0,0,1,1,0,0
4417,15,Great people,0,0,0,0,1,0,0,0,0,0,0,0
4412,10,good work life balance during the year. ,0,0,1,0,0,0,0,0,0,0,0,0
4405,3,Work life balance,0,0,1,0,0,0,0,0,0,0,0,0
3812,332,Good company with many areas of opportunities to advance and experience.. ,0,0,0,0,0,0,0,0,0,1,0,0
3839,359,Unlimited resources for learning,0,0,0,0,0,0,0,0,0,1,0,1
3836,356,good work life balance and good compensation. ,0,0,1,0,0,0,0,0,1,0,0,0
3833,353,Large company with lots of opportunity and exciting projects.. ,0,0,0,0,0,0,0,0,0,1,0,0
3832,352,Lots of talented people to work with. Lots of challenging projects. . . Wonderful pay and benefits; they are targeted at the 75th percentile. The company is extremely concerned about your health & safety and work-life balance. The full package here is practically unbeatable.. ,1,1,1,0,0,0,0,0,1,1,0,0
3831,351,Good compensation and nice work life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
3829,349,benefits pay work life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
3822,342,good role and good opportunities. ,0,0,0,0,0,0,0,0,0,1,0,0
3821,341,Growth Opportunities,0,0,0,0,0,0,0,0,0,1,0,0
3818,338,Growth opportunity. Flexible benefit. Family health plan. Vacation time. ,0,0,0,0,0,0,0,0,1,1,0,0
3817,337,Great company,0,0,0,0,0,0,0,0,0,0,0,0
3816,336,All round growth and excellent work life balance. Great corporate culture. ,0,0,1,0,1,0,0,0,0,1,0,0
3807,327,Work/Life Balance,0,0,1,0,0,0,0,0,0,0,0,0
3846,366,Plenty of resources and opportunity to cross train. ,0,0,0,0,0,0,0,0,0,1,0,1
3806,326,Work with great people who want to help you succeed. Within first 3 years,0,0,0,0,1,0,0,0,0,0,0,0
3802,322,Benefits,0,0,0,0,0,0,0,0,1,0,0,0
3799,319,Fairly relaxed work life balance and drinking culture. ,0,0,1,0,0,0,0,0,0,0,0,0
3791,311,you will have great learning opportunities. ,0,0,0,0,0,0,0,0,0,1,0,0
3789,309,Diversity and Inclusion,0,0,0,0,0,0,0,0,0,0,0,0
3788,308,1.good career advancements. 2.very safety minded. 3.very diverse. 4.good pay and benefits. 5.strong family environment. ,0,1,0,0,1,0,0,0,1,1,0,0
3787,307,Cares about employees. Offers growth. ,0,0,0,0,0,0,0,0,0,1,0,0
3785,305,Great people who are trained to work well together,0,0,0,0,1,0,0,0,0,0,0,0
3783,303,Employees are able to chart their own career path. Very good people to work for. International options. ,0,0,0,0,1,0,0,0,0,1,0,0
3782,302,Did very well there. They take care of full time employees.. ,0,0,0,0,0,0,0,0,1,0,0,0
3780,300,Big companya lot of opportunities. ,0,0,0,0,0,0,0,0,0,1,0,0
3844,364,The people are great and work life balance is excellent. ,0,0,1,0,1,0,0,0,0,0,0,0
3855,375,Good pay and benefits. Good work life balance.. ,0,0,1,0,0,0,0,0,1,0,0,0
4404,2,+ Some of the people are just brilliant and experts in their fields + Everyone works pretty collaboratively (except for between a tier 2 business,0,0,0,0,1,0,0,0,0,0,0,0
3897,417,salary and benefit is good,0,0,0,0,0,0,0,0,1,0,0,0
3944,464,The people are very good. The pay is commiserate with level of responsibility.. ,0,0,0,0,1,0,0,0,1,0,0,0
3943,463,Collaboration,0,0,0,0,1,0,0,0,0,0,0,0
3940,460,Good safety atmosphere for all.. ,0,1,0,0,0,0,0,0,0,0,0,0
3939,459,Great benefits,0,0,0,0,0,0,0,0,1,0,0,0
3932,452,Large company with opportunities for people that meet a certain profile. Good reputation based on technical excellence in previous decades. ,0,0,0,0,0,0,0,0,0,1,0,0
3927,447,Very flexible work / life balance.. ,0,0,1,0,0,0,0,0,0,0,0,0
3920,440,Good pay and benefits. Strong culture and comaraderie. Opportunities to advance. Great environment to learn and practice top quartile processes. ,0,0,0,0,1,0,0,0,1,1,0,0
3913,433,Given lots of responsibility - ability to create focus for accounts. ,0,0,0,0,0,0,0,0,0,0,0,0
3910,430,The benefits are excellent. The people are friendly. Their employees safety is a high priority.. ,0,1,0,0,1,0,0,0,1,0,0,0
3908,428,compensation,0,0,0,0,0,0,0,0,1,0,0,0
3902,422,Opportunity to work globally; pay and benefits. ,0,0,0,0,0,0,0,0,1,0,0,0
3891,411,Good benefits and general workalife balance.. ,0,0,1,0,0,0,0,0,1,0,0,0
3858,378,A lot of learning opportunities and wide range of network.. ,0,0,0,0,0,0,0,0,0,1,0,0
3881,401,*Pay is well above what a mechanical engineer can earn almost anywhere else.. *Flexible work schedule. Working from home was allowed well before the pandemic. . *Robust training programs.. *You will be entrusted with great responsibilities early on in your career.. ,0,0,1,0,0,0,0,0,1,0,0,1
3880,400,Great company to work for with plenty of opportunities.. ,0,0,0,0,0,0,0,0,0,1,0,0
3878,398,Excellent compensation and work life balance in most cases.. ,0,0,1,0,0,0,0,0,1,0,0,0
3877,397,Second-to-none Employees Benefits (PTO,0,0,0,0,0,0,0,0,1,0,0,0
3876,396,Solid if you plan on remaining your entire career at there. Reshuffles occur about every 4 years and even without,0,0,0,0,0,0,0,0,0,0,0,0
3875,395,Salary and benefits. Diverse workforce and opportunities . Work life balance. ,0,0,1,0,0,0,0,0,0,0,0,0
3872,392,Great work/life balance and pay. ,0,0,1,0,0,0,0,0,1,0,0,0
3870,390,Management,0,0,0,0,0,0,0,0,0,0,0,0
3865,385,Easy work life balance,0,0,1,0,0,0,0,0,0,0,0,0
3862,382,- Parental leave: moms get 16 weeks 100% pay,0,0,0,0,0,0,0,0,1,0,0,0
3860,380,Pay,0,0,0,0,0,0,0,0,1,0,0,0
3776,296,Good work life balance and career development. ,0,0,1,0,0,0,0,0,0,1,0,0
3774,294,Manager on Duty responsibility and no help. ,0,0,0,0,0,0,0,0,0,0,0,0
3771,291,Large Refinery,0,0,0,0,0,0,0,0,0,0,0,0
3590,110,opportunities ,0,0,0,0,0,0,0,0,0,1,0,0
3646,166,Benefits,0,0,0,0,0,0,0,0,1,0,0,0
3639,159,Best in Industry salary and benefits including paid paternity leave and domestic partner coverage!. Strong DEI culture! . New performance ranking process is much more objective - truly outstanding performance is rewarded.. Offers a tremendous amount of growth and development opportunity if you decide to get in the drivers seat of your career - those who take a passive approach will be left behind.. ,0,0,0,0,1,0,0,0,1,1,0,0
3638,158,-Training with fellow employees is respectful and thorough.. - Company provides great work environment and tools needed to do the job.. - Pay is equitable and benefits are substantial . - Good work/life balance. -Management is fair and flexible. - Persona,0,0,1,0,0,0,0,0,1,0,0,1
3633,153,Good pay,0,0,0,0,0,0,0,0,1,0,0,0
3630,150,work life balance is a pro.. ,0,0,1,0,0,0,0,0,0,0,0,0
3624,144,Amazing company culture and work life balance. ,0,0,1,0,1,0,0,0,0,0,0,0
3619,139,Organization that truly cares about the wellness of their employees. Drives self care and mental awareness. Offers one half-a day a month for self care and balance.. ,0,0,1,0,0,0,0,0,1,0,0,0
3617,137,Great work-life balance and company culture. ,0,0,1,0,1,0,0,0,0,0,0,0
3607,127,competitive pay,0,0,0,0,0,0,0,0,1,0,0,0
3606,126,Good work life balance and great pay.. ,0,0,1,0,0,0,0,0,1,0,0,0
3604,124,If you manage to gut out 30 years…the benefit are fantastic. They do allow you to do many different things over your career.. ,0,0,0,0,0,0,0,0,1,1,0,0
3589,109,Great company with great benefits. Wide exposure to cutting edge projects. Job satisfaction and relative stability. Great work-life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
3764,284,good culture of safety and high performance,0,1,0,0,1,0,0,0,0,0,0,0
3587,107,Managed and operated all cash registers,0,0,0,0,0,0,0,0,0,0,0,0
3580,100,Great work life balance and pay. ,0,0,1,0,0,0,0,0,1,0,0,0
3577,97,Extremely competitive benefits. Truly cares about employee satisfacton.. ,0,0,0,0,0,0,0,0,1,0,0,0
3573,93,Provided great experience for growth. Refined my skills as a professional. Help provide great work - life balance.. ,0,0,1,0,0,0,0,0,0,1,0,0
3570,90,Good pay. Flexibility. Overtime work. They support people who is trying to pay for college.. Have opportunities for growth and promotion. ,0,0,0,0,0,0,0,0,1,1,0,0
3568,88,Great benefits and competitive pay. Lots of opportunities to move around without having to change employers. Interesting industry and opportunity to contribute to a global footprint.. ,0,0,0,0,0,0,0,0,1,1,0,0
3567,87,Fast-paced easy work with opportunities to build customer service skills. Flexible schedule and good employee benefits. ,0,0,1,0,0,0,0,0,1,1,0,0
3565,85,Very high pay compared to other engineering jobs. Starting salary was 50% higher out of college than average starting salary for someone with an engineering degree. Bonus is good (when we get one). Great relocation benefits when the company asks you to move. Work-life balance can be good depending on your role.. ,0,0,1,0,0,0,0,0,1,0,0,0
3564,84,Shell is a global company that is involved in every aspect of Energy. This provides many opportunities for individuals to grow professionally by working for many different parts of the industry from traditional Oil and Gas to the growing Renewables businesses. There is an expectation that professionals should continue to learn and grow,0,0,0,0,0,0,0,0,0,1,0,0
3561,81,Pay and Benefits are great. Coworkers generally very friendly and ethical. Many opportunities to grow or move into different areas. ,0,0,0,0,1,0,0,0,1,1,0,0
3553,73,Wonderful,0,0,0,0,0,0,0,0,0,0,0,0
3655,175,Awesome benefits and great work life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
3657,177,Great benefits,0,0,0,0,0,0,0,0,1,0,0,0
3661,181,Great care for employee. Work life balance. ,0,0,1,0,0,0,0,0,0,0,0,0
3663,183,Work life balance,0,0,1,0,0,0,0,0,0,0,0,0
3762,282,Truly best benefit package I’ve seen. Coworkers were friendly,0,0,0,0,1,0,0,0,1,0,0,0
3761,281,Care for people,0,0,0,0,0,0,0,0,0,0,0,0
3759,279,People,0,0,0,0,1,0,0,0,0,0,0,0
3758,278,Shell has a solid benefits package and pays well for the region I'm in. Working as an IT advisor in the manufacturing space provides lots of exposure to IT and business processes which has served as an excellent learning opportunity. Hours are usually stable with some extra work expected around major maintenance events and during large projects.. ,0,0,1,0,0,0,0,0,1,1,0,0
3756,276,People care for each other well. Family friendly company. Leadership care about employee development.. ,0,0,0,0,1,0,0,0,0,1,0,0
3754,274,Easy job to learn. Have quality interactions with regular customers. Some tips.. ,0,0,0,0,0,0,0,0,0,0,0,0
3751,271,Lots of International posting opportunity. ,0,0,0,0,0,0,0,0,1,0,0,0
3744,264,* Pay. . * Possibility of pension. . * Possibility of cancer treatment for you and family. . * Some people your work with. . *Supports diversity. . *Preaches safety. . Only recommend this place if your looking for a higher salary (overall benefits actually suck). ,0,1,0,0,1,0,0,0,1,0,0,0
3737,257,Compensation,0,0,0,0,0,0,0,0,1,0,0,0
3736,256,Truly care about their employees. ,0,0,0,0,0,0,0,0,0,0,0,0
3732,252,Pay,0,0,0,0,0,0,0,0,1,0,0,0
3729,249,Great teams for collaboration and best in Cloud tech.. ,0,0,0,0,1,0,0,0,0,0,0,0
3723,243,Good for first part-time job.. Easy. Laid back . No real manual labor. ,0,0,0,0,0,0,0,0,0,0,0,0
3718,238,Good development programs and brilliant collaborative colleagues around the world. ,0,0,0,0,1,0,0,0,0,0,0,1
3717,237,Excellent work life balance and great culture. ,0,0,1,0,1,0,0,0,0,0,0,0
3711,231,Great Benefits and work/life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
3710,230,The company offers really good health benefits. ,1,0,0,0,0,0,0,0,1,0,0,0
3694,214,Good opportunity to see all areas of the energy business from Exploration to Retail and everything in between.. ,0,0,0,0,0,0,0,0,0,1,0,0
3680,200,Great pay and benefits throughout my career.. ,0,0,0,0,0,0,0,0,1,0,0,0
3673,193,Work-life balance,0,0,1,0,0,0,0,0,0,0,0,0
3668,188,High quality peers to learn from. Well paid.. ,0,0,0,0,1,0,0,0,1,0,0,0
3666,186,Excellent pay and benefits with opportunities to move up. ,0,0,0,0,0,0,0,0,1,1,0,0
3664,184,International and Local opportunities. As well as,0,0,0,0,0,0,0,0,0,1,0,0
3949,469,This company is great has many opportunities to move and choose your own path.. ,0,0,0,0,0,0,0,0,0,1,0,0
3951,471,Great work culture. Great learning opportunity and career opportunities. Good benefits and compensation. flexible work schedule. ,0,0,1,0,1,0,0,0,1,1,0,0
3955,475,You bring resources for the use of the nation. ,0,0,0,0,0,0,0,0,0,0,0,0
4208,118,Entrepreneurial environment with opportunities for advancement. Open to suggestions regarding streamlining processess and procedures. Leadership listens to new ideas. Where others are cutting back the workforce,0,0,0,0,0,0,0,0,0,1,0,0
4237,147,Safety is a top priority. Great pay and benefits. Company gives you tools you need to do your job. Company appreciates hard working employees. Company keeps employees in the loop.. ,0,1,0,0,0,0,0,0,1,0,0,1
4235,145,The company is well managed with a flat organization structure. It provides great opportunity for experienced hires.. ,0,0,0,0,0,0,0,0,0,1,0,0
4234,144,Great people to work with,0,0,0,0,1,0,0,0,0,0,0,0
4230,140,Enterprise has competitive salary and benefits. There is a responsible and accountable management culture. Management systems and safety culture are progressing nicely.. ,0,1,0,0,1,0,0,0,1,0,0,0
4229,139,Good pay good benefits. Management could care less about your well being or happiness. Push rates push rates push rates,0,0,0,0,0,0,0,0,1,0,0,0
4225,135,Competitive salary in the industry. Company is growing with opportunities to move into different departments. Lots of new process units being constructed.. ,0,0,0,0,0,0,0,0,1,0,0,0
4218,128,Pay is competitive,0,0,0,0,0,0,0,0,1,0,0,0
4215,125,If you get things done,0,0,0,0,0,0,0,0,0,0,0,0
4212,122,Good pay and benefits. Safety minded company. Awesome people out in the field. Some supervisors are really great people. Schedules are OK.. ,0,1,0,0,1,0,0,0,1,0,0,0
4211,121,Good salary and benefits,0,0,0,0,0,0,0,0,1,0,0,0
4209,119,Good pay. Great health insurance. Long-term incentives once you hit a certain level are nice.. ,1,0,0,0,0,0,0,0,1,0,0,0
4204,114,Benefits,0,0,0,0,0,0,0,0,1,0,0,0
4164,74,Great Environment and healthy relationships with other team members. ,0,0,0,0,1,0,0,0,0,0,0,0
4202,112,Pay is excellent after you complete your training,0,0,0,0,0,0,0,0,1,0,0,0
4198,108,The program has grown significantly and there has been more executive support of the rotational program as a whole. The third year focuses on Project Management and as a third year EDRP I have a project portfolio of around $9MM. This leads me to believe that they trust me with the level of responsibility required to manage small to medium projects on my own.. ,0,0,0,0,0,0,0,0,0,1,0,0
4194,104,For the first 3 years I RAVED about working for this company. I've been in my profession for nearly 40 years and this is by far the best company I have worked for. Then Dan Duncan,0,0,0,0,0,0,0,0,0,0,0,0
4190,100,Great culture in certain groups. No micro managing & work life balance good... disclaimer - it has everything to do with the team you work for. Strong company,0,1,0,0,1,0,0,0,0,0,0,0
4188,98,Quick career growth for driven individuals,0,0,0,0,0,0,0,0,0,1,0,0
4186,96,Enterprise Products has a great work environment with many productive,0,0,0,0,1,0,0,0,0,0,0,0
4178,88,Lots of learning and growth opportunities,0,0,0,0,0,0,0,0,0,1,0,0
4177,87,Pay ,0,0,0,0,0,0,0,0,1,0,0,0
4172,82,The training here is the absolute best I've seen. It gives me confidence in myself and those working around me. If you have a desire to move up or learn new skills Enterprise will help you along the way. Culture at my facility is awesome in all aspects comradery,0,0,0,0,1,0,0,0,0,1,0,1
4171,81,Career advancement Great Benefits So much to learn Great coworkers. ,0,0,0,0,1,0,0,0,1,1,0,0
4170,80,Great leadership. Management cares about hour career path as long as you do. Competitive comp and bennys.. ,0,0,0,0,0,0,0,0,1,0,0,0
4243,153,Very diverse and a great opportunity to learn the industry. Interaction between departments is beneficial for someone who enjoys to be socials.. ,0,0,0,0,0,0,0,0,0,1,0,0
4244,154,Good salary,0,0,0,0,0,0,0,0,0,1,0,0
4247,157,Large company with many locations. Ability to transfer when positions are open in the majority of the continental United States. Whether you like the snow filled winters in the northeast or the dry heat of the southwest,0,0,0,0,0,0,0,0,0,0,0,0
4249,159,Good pay and benefits such as 401K,0,0,0,1,0,0,0,0,0,1,0,0
4402,0,-Rotate in several areas of finance (FP&A,0,0,0,0,0,0,0,0,0,0,0,0
4399,309,Pay,0,0,0,0,0,0,0,0,1,0,0,0
4381,291,Company offers great Benefits,0,0,0,0,0,0,0,0,1,0,0,0
4378,288,Very good opportunities for advancement. ,0,0,0,0,0,0,0,0,0,1,0,0
4374,284,Good pay and work life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
4370,280,Great insurance and benefits. Work Schedule. ,1,0,1,0,0,0,0,0,1,0,0,0
4369,279,Growing. Many opportunities. Good benefits.. ,0,0,0,0,0,0,0,0,1,1,0,0
4357,267,Benefits are fair as far as insurance and time off. ,1,0,0,0,0,0,0,0,1,0,0,0
4345,255,insurance is very good,1,0,0,0,0,0,0,0,0,0,0,0
4323,233,Great company! Good opportunities for new employees!!. ,0,0,0,0,0,0,0,0,0,1,0,0
4311,221,Benefits and work to personal life balance.. ,0,0,1,0,0,0,0,0,1,0,0,0
4290,200,Well established company with many opportunities to grow. Pay was very competitive! This company has locations around the country.. ,0,0,0,0,0,0,0,0,1,1,0,0
4273,183,CEO very knowledgeable leading the company to profitability. If all you want is a decent paycheck,0,0,0,0,0,0,0,0,1,0,0,0
4272,182,Pay seemed to be at or above industry standards,0,0,0,0,0,0,0,0,1,0,0,0
4271,181,willing to work with you to help you move up on career path,0,0,0,0,0,0,0,0,0,1,0,0
4268,178,Fantastic,0,0,0,0,0,0,0,0,0,0,0,0
4264,174,Good health benefits,1,0,0,0,0,0,0,0,0,0,0,0
4263,173,Very responsive management. Company always looking for new opportunities to grow. Strong focus on customer service.. ,0,0,0,0,0,0,0,0,0,1,0,0
4262,172,really take care of the employees and allow for personal life offer career paths for every role,0,0,0,0,0,0,0,0,0,1,0,0
4254,164,Strong,0,0,0,0,0,0,0,0,0,0,0,0
4252,162,They have great training program well compensated for work Amazing benefits from beginning date Excellent health ins,1,0,0,0,0,0,0,0,1,0,0,1
4250,160,Great insurance,1,0,0,0,0,0,0,0,0,0,0,0
4167,77,Highly dynamic and collaborative work environment. Work/life balance varies depending on the group/department.. ,0,0,1,0,1,0,0,0,0,0,0,0
4156,66,Solid company with good benefits and opportunities for growth.. ,0,0,0,0,0,0,0,0,1,1,0,0
3959,479,Many opportunities to travel and work with colleagues around the world. Great pay and benefits.. ,0,0,0,0,0,0,0,0,1,1,0,0
4004,524,Big company. Lots of opportunities. ,0,0,0,0,0,0,0,0,0,1,0,0
4042,562,Really awesome medical and life insurance. ,1,0,0,0,0,0,0,0,0,0,0,0
4035,555,Good Pay,0,0,0,0,0,0,0,0,1,0,0,0
4030,550,Collaborative environment with good pay and benefits. ,0,0,0,0,1,0,0,0,1,0,0,0
4029,549,Work life balance is good,0,0,1,0,0,0,0,0,0,0,0,0
